2021-03-21 20:31:13,575 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:49]
2021-03-21 20:31:13,616 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:49]
2021-03-21 20:32:21,496 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:49]
2021-03-21 20:32:21,536 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:49]
2021-03-21 20:36:08,561 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:49]
2021-03-21 20:36:08,605 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:49]
2021-03-21 20:36:33,239 - 注册 - INFO - 开始执行 - [test_register.py:27]
2021-03-21 20:36:33,306 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:49]
2021-03-21 20:36:33,306 - 注册 - INFO - 执行结束 - [test_register.py:30]
2021-03-21 20:36:33,306 - 注册 - INFO - 开始执行 - [test_register.py:27]
2021-03-21 20:36:33,345 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:49]
2021-03-21 20:36:33,345 - 注册 - INFO - 执行结束 - [test_register.py:30]
2021-03-21 20:51:55,227 - 注册 - INFO - 开始执行 - [test_register.py:27]
2021-03-21 20:51:55,289 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:49]
2021-03-21 20:51:55,289 - 注册 - INFO - 执行结束 - [test_register.py:30]
2021-03-21 20:51:55,289 - 注册 - INFO - 开始执行 - [test_register.py:27]
2021-03-21 20:51:55,336 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:49]
2021-03-21 20:51:55,336 - 注册 - INFO - 执行结束 - [test_register.py:30]
2021-03-21 20:53:25,123 - 登录 - INFO - 执行用例标题：登录，执行通过 - [login.py:46]
2021-03-21 20:56:52,118 - 充值 - INFO - 执行用例标题：充值，执行通过 - [test_recharge.py:46]
2021-03-21 20:56:59,729 - 登录 - INFO - 执行用例标题：登录，执行通过 - [login.py:46]
2021-03-21 20:56:59,807 - 充值 - INFO - 执行用例标题：充值，执行通过 - [test_recharge.py:46]
2021-03-21 20:56:59,807 - 注册 - INFO - 开始执行 - [test_register.py:27]
2021-03-21 20:56:59,885 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:49]
2021-03-21 20:56:59,885 - 注册 - INFO - 执行结束 - [test_register.py:30]
2021-03-21 20:56:59,885 - 注册 - INFO - 开始执行 - [test_register.py:27]
2021-03-21 20:56:59,916 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:49]
2021-03-21 20:56:59,916 - 注册 - INFO - 执行结束 - [test_register.py:30]
2021-03-21 20:58:15,215 - 登录 - INFO - 执行用例标题：登录，执行通过 - [login.py:46]
2021-03-21 20:58:15,277 - 充值 - INFO - 执行用例标题：充值，执行通过 - [test_recharge.py:46]
2021-03-21 20:58:15,339 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:49]
2021-03-21 20:58:15,371 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:49]
2021-03-22 10:07:47,892 - 登录 - INFO - 执行用例标题：登录，执行通过 - [login.py:47]
2021-03-22 10:07:47,986 - 充值 - INFO - 执行用例标题：充值，执行通过 - [test_recharge.py:47]
2021-03-22 10:07:48,033 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:48]
2021-03-22 10:07:48,080 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:48]
2021-03-27 02:58:51,345 - 登录 - INFO - 执行用例标题：登录，执行通过 - [login.py:47]
2021-03-27 02:58:51,424 - 充值 - INFO - 执行用例标题：充值，执行通过 - [test_recharge.py:47]
2021-03-27 02:58:51,490 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:48]
2021-03-27 02:58:51,531 - 注册 - INFO - 执行用例标题：注册，执行通过 - [test_register.py:48]
2021-03-27 17:12:40,141 - 充值 - INFO - 执行用例标题：充值，执行通过 - [test_recharge.py:48]
2021-03-27 17:13:02,041 - 充值 - INFO - 执行用例标题：充值，执行通过 - [test_recharge.py:48]
2021-03-28 01:46:17,021 - 充值 - INFO - 执行用例标题：注册，执行通过 - [test_recharge.py:38]
2021-03-28 01:46:17,096 - 充值 - INFO - 执行用例标题：充值，执行通过 - [test_recharge.py:38]
2021-03-28 05:26:34,649 - case.log - INFO - 用例执行成功 - [test_recharge.py:29]
2021-03-28 05:26:34,759 - case.log - INFO - 用例执行成功 - [test_recharge.py:29]
2021-03-28 05:28:11,350 - case.log - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:28:11,458 - case.log - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:28:40,587 - case.log - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:28:40,666 - case.log - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:30:02,786 - 充值 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:30:02,867 - 充值 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:30:25,163 - 充值接口 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:30:25,251 - 充值接口 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:32:23,621 - 充值接口 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:32:23,717 - 充值接口 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:37:05,496 - 充值接口 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:37:05,496 - 充值接口 - DEBUG - 用例标题：注册成功 执行失败 - [test_recharge.py:32]
2021-03-28 05:37:05,638 - 充值接口 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:37:05,638 - 充值接口 - DEBUG - 用例标题：充值成功 执行失败 - [test_recharge.py:32]
2021-03-28 05:38:40,543 - 充值接口 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:38:40,543 - 充值接口 - DEBUG - 用例标题：注册成功 执行失败 - [test_recharge.py:32]
2021-03-28 05:38:40,643 - 充值接口 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:38:40,643 - 充值接口 - DEBUG - 用例标题：充值成功 执行失败 - [test_recharge.py:32]
2021-03-28 05:38:50,796 - 充值接口 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:38:50,949 - 充值接口 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:40:03,496 - 充值接口 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:40:03,639 - 充值接口 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:41:11,584 - 充值接口 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:41:11,748 - 充值接口 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:42:59,000 - 充值接口 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:42:59,101 - 充值接口 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:43:12,467 - 充值接口 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:43:12,663 - 充值接口 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:44:09,063 - 充值接口 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:44:09,239 - 充值接口 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:44:22,758 - 充值接口 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:44:22,759 - 充值接口 - DEBUG - 用例标题：注册成功 执行失败 - [test_recharge.py:32]
2021-03-28 05:44:22,835 - 充值接口 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:44:22,835 - 充值接口 - DEBUG - 用例标题：充值成功 执行失败 - [test_recharge.py:32]
2021-03-28 05:44:43,306 - 充值接口 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:44:43,486 - 充值接口 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:45:04,979 - 充值接口 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 05:45:05,117 - 充值接口 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
2021-03-28 15:25:17,478 - 充值接口 - INFO - 用例标题：注册成功 执行成功 - [test_recharge.py:29]
2021-03-28 15:25:17,852 - 充值接口 - INFO - 用例标题：充值成功 执行成功 - [test_recharge.py:29]
